id,title,price,link,image_link,availability,brand,condition,mpn,description
test-123,"Smoke Test Rug",123.45 USD,https://aytekrugs.com/rug/test-123,https://example.com/i.jpg,in stock,Aytek Rugs,new,test-123,"Smoke Test Rug"
10107,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10107,https://drive.usercontent.google.com/download?id=1imvYttdYZvEM0QbLomGckmJ4YyNWEaTc&export=view,in stock,Aytek Rugs,new,10107,"SKU: 10107Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10108,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10108,https://drive.usercontent.google.com/download?id=1lSDcIC_t4FpmJBWM_RbdN0S1yp-TdU-O&export=view,in stock,Aytek Rugs,new,10108,"SKU: 10108Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10109,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10109,https://drive.usercontent.google.com/download?id=19LW7Rfzv-a9ZMljm_6AthkoyBfzoq1hP&export=view,in stock,Aytek Rugs,new,10109,"SKU: 10109Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10105,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10105,https://drive.usercontent.google.com/download?id=1O8QOqDxR_sXSFsh-rgqknhwrrvfPo1nu&export=view,in stock,Aytek Rugs,new,10105,"SKU: 10105Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10106,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10106,https://drive.usercontent.google.com/download?id=102iwe4Tin7HsHzGT18Lbn04m0VihUIb8&export=view,in stock,Aytek Rugs,new,10106,"SKU: 10106Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10111,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10111,https://drive.usercontent.google.com/download?id=1OWRI2Oy7ZLadPy2q8-Z3yI8stkIKqva2&export=view,in stock,Aytek Rugs,new,10111,"SKU: 10111Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10110,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10110,https://drive.usercontent.google.com/download?id=1yacRCNdgDoTAYvU16lH3C229OMkConmp&export=view,in stock,Aytek Rugs,new,10110,"SKU: 10110Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10112,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10112,https://drive.usercontent.google.com/download?id=14QsUhlwYgkWhq3Z369QuAGaZbMOqZOHz&export=view,in stock,Aytek Rugs,new,10112,"SKU: 10112Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10113,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10113,https://drive.usercontent.google.com/download?id=1RigeS1PM8N_XgFZpLy3uZ4qXdn8c7JEg&export=view,in stock,Aytek Rugs,new,10113,"SKU: 10113Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10114,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10114,https://drive.usercontent.google.com/download?id=1i0L0llgKvNkxF_7QN2fH0fi_vhHjijIv&export=view,in stock,Aytek Rugs,new,10114,"SKU: 10114Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10115,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10115,https://drive.usercontent.google.com/download?id=12EGSGJbAtzTh5V58tj5eiI_FZ0XHmTK8&export=view,in stock,Aytek Rugs,new,10115,"SKU: 10115Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10116,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10116,https://drive.usercontent.google.com/download?id=1EhZWIdweSAJmD2Op2l1aXeRMCmlZHbJv&export=view,in stock,Aytek Rugs,new,10116,"SKU: 10116Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10117,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10117,https://drive.usercontent.google.com/download?id=1Bxzg4mn8O1pZfmLASgOrV5WrSBLGfibI&export=view,in stock,Aytek Rugs,new,10117,"SKU: 10117Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10118,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10118,https://drive.usercontent.google.com/download?id=1NwZWnBkmy5lP8m9SNpFG2Q3D6L0JTlpj&export=view,in stock,Aytek Rugs,new,10118,"SKU: 10118Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10121,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10121,https://drive.usercontent.google.com/download?id=1tpoBkvVohD0lW9VA1B0NfFVTKyawzZtc&export=view,in stock,Aytek Rugs,new,10121,"SKU: 10121Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10120,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10120,https://drive.usercontent.google.com/download?id=1Ei-kXtUiNfgTdj_N4P0IG2hcLOveWAxj&export=view,in stock,Aytek Rugs,new,10120,"SKU: 10120Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10122,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10122,https://drive.usercontent.google.com/download?id=1noZ0yrsdfTlXG5q68ZN6HlO8GimVunO0&export=view,in stock,Aytek Rugs,new,10122,"SKU: 10122Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10123,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10123,https://drive.usercontent.google.com/download?id=1QMXAzyI071NsCcadLuD8BTp-quAPdk0t&export=view,in stock,Aytek Rugs,new,10123,"SKU: 10123Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10124,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10124,https://drive.usercontent.google.com/download?id=1qsQzd3DGyKz7h7XDf1ENB2GCRtpGBYUO&export=view,in stock,Aytek Rugs,new,10124,"SKU: 10124Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10125,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10125,https://drive.usercontent.google.com/download?id=1FGJ8ps5xx7jVtm7J7AA1XDh_1f9hjz2y&export=view,in stock,Aytek Rugs,new,10125,"SKU: 10125Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10126,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10126,https://drive.usercontent.google.com/download?id=1dBE-oQAz1bUAUtO12bdnUovF7AmkHE5b&export=view,in stock,Aytek Rugs,new,10126,"SKU: 10126Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10127,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10127,https://drive.usercontent.google.com/download?id=1dUHmAmj1NsIhWXqH5-6HbY8v54eKMOkG&export=view,in stock,Aytek Rugs,new,10127,"SKU: 10127Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10128,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10128,https://drive.usercontent.google.com/download?id=12Py479rsjK5Q13rL3iqqHnX2LpMT4QE-&export=view,in stock,Aytek Rugs,new,10128,"SKU: 10128Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10129,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10129,https://drive.usercontent.google.com/download?id=1Mee4FRfoh4d5yp26gpseiY6cuDmds_D9&export=view,in stock,Aytek Rugs,new,10129,"SKU: 10129Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10130,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10130,https://drive.usercontent.google.com/download?id=1a147Ir9jkH7pnpUonelzfYbcdg8ouRHz&export=view,in stock,Aytek Rugs,new,10130,"SKU: 10130Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10131,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10131,https://drive.usercontent.google.com/download?id=1PuLwzUMbmd-ZVIjVCDapkwqOPx8znmAK&export=view,in stock,Aytek Rugs,new,10131,"SKU: 10131Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10132,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10132,https://drive.usercontent.google.com/download?id=1tgAmiMiV8qxS1VDuRSDq4wehh7sANXXD&export=view,in stock,Aytek Rugs,new,10132,"SKU: 10132Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10133,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10133,https://drive.usercontent.google.com/download?id=1-BTJkjS8AC3eyLyaADtD6_g82Ymhw-yk&export=view,in stock,Aytek Rugs,new,10133,"SKU: 10133Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10134,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10134,https://drive.usercontent.google.com/download?id=11wtro9IOnAuyyWp20zE-Pw4LZe69IOdc&export=view,in stock,Aytek Rugs,new,10134,"SKU: 10134Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10135,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10135,https://drive.usercontent.google.com/download?id=1wSvUvdTnmUYDYrIdvwPvtvjRqNaNbrRZ&export=view,in stock,Aytek Rugs,new,10135,"SKU: 10135Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10137,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10137,https://drive.usercontent.google.com/download?id=1s5US-ua_tEOlSk8S9iCCtbkBMlX7lmh7&export=view,in stock,Aytek Rugs,new,10137,"SKU: 10137Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10139,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10139,https://drive.usercontent.google.com/download?id=1wqIHh7kKiGy70skY-nOUHMKNbzKHEdeu&export=view,in stock,Aytek Rugs,new,10139,"SKU: 10139Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10140,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10140,https://drive.usercontent.google.com/download?id=1FJzdf1ij7Y-9MGnPpTRKx-Wx29RL98r2&export=view,in stock,Aytek Rugs,new,10140,"SKU: 10140Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10141,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10141,https://drive.usercontent.google.com/download?id=1yXkcooLPySJp0ftKheuiLI92aeAvjw80&export=view,in stock,Aytek Rugs,new,10141,"SKU: 10141Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10142,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10142,https://drive.usercontent.google.com/download?id=1AzxJPpE7e47CEgem7UuC9k3I5INXyfFO&export=view,in stock,Aytek Rugs,new,10142,"SKU: 10142Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10143,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10143,https://drive.usercontent.google.com/download?id=1yw6P3YqodFM5q0tOR8VPcfC_88oQAxhc&export=view,in stock,Aytek Rugs,new,10143,"SKU: 10143Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10145,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10145,https://drive.usercontent.google.com/download?id=1cQ9kbOdfC1RFPE2z4k7TrGORm1nmgO12&export=view,in stock,Aytek Rugs,new,10145,"SKU: 10145Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10146,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10146,https://drive.usercontent.google.com/download?id=1uVwgTxC8LmJAeoDJFHedXnP3IG0iSAki&export=view,in stock,Aytek Rugs,new,10146,"SKU: 10146Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10147,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10147,https://drive.usercontent.google.com/download?id=1TsmB8SLB8siCqCZziNpFnZ_zn1rs7h33&export=view,in stock,Aytek Rugs,new,10147,"SKU: 10147Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10148,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10148,https://drive.usercontent.google.com/download?id=1LfXBCHe4gJZ4b4oAiJn4FVzNAr9x8izw&export=view,in stock,Aytek Rugs,new,10148,"SKU: 10148Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10150,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10150,https://drive.usercontent.google.com/download?id=1nJYCKKO8-2cMLsi3B8SGT30P6CBbICJL&export=view,in stock,Aytek Rugs,new,10150,"SKU: 10150Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10151,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10151,https://drive.usercontent.google.com/download?id=1UQ1kADjXtBbjzF111Sjeq9P9FW2BEsSU&export=view,in stock,Aytek Rugs,new,10151,"SKU: 10151Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10152,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10152,https://drive.usercontent.google.com/download?id=1zpLP7FVakjYl8NaGVauh4GNq9yzlIBF3&export=view,in stock,Aytek Rugs,new,10152,"SKU: 10152Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10153,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10153,https://drive.usercontent.google.com/download?id=1bH4tb2a2Xw4LNY3wacDJ0m0uL0qn91Y-&export=view,in stock,Aytek Rugs,new,10153,"SKU: 10153Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10155,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10155,https://drive.usercontent.google.com/download?id=1gYap8AwzlbziQ_39wBqcsaEsWen-Aa57&export=view,in stock,Aytek Rugs,new,10155,"SKU: 10155Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10156,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10156,https://drive.usercontent.google.com/download?id=1plSz9f4FDgsZ63pctCk9xaFiXr_mKxxK&export=view,in stock,Aytek Rugs,new,10156,"SKU: 10156Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10157,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10157,https://drive.usercontent.google.com/download?id=1mTdmlRqwANd1CyXD4jR5L9Xf0FIEXL8V&export=view,in stock,Aytek Rugs,new,10157,"SKU: 10157Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10158,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10158,https://drive.usercontent.google.com/download?id=182CrkfyTEW0Nky66M3jHanKjcZ9eVBN-&export=view,in stock,Aytek Rugs,new,10158,"SKU: 10158Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10160,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10160,https://drive.usercontent.google.com/download?id=1tnHP4a_tic4TXOC1AW0IAr_LVnFQwcRw&export=view,in stock,Aytek Rugs,new,10160,"SKU: 10160Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10161,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10161,https://drive.usercontent.google.com/download?id=1w7E8rwlMfJ6fpoEiSOfezuuaojBw3pME&export=view,in stock,Aytek Rugs,new,10161,"SKU: 10161Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10163,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10163,https://drive.usercontent.google.com/download?id=1Nrb3mDrA4HHZO6XaDU8Tzdcq_l2nLDyh&export=view,in stock,Aytek Rugs,new,10163,"SKU: 10163Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10164,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10164,https://drive.usercontent.google.com/download?id=1_Tk5baCg8y0dLTUecVeZzfLpxoy9NjDw&export=view,in stock,Aytek Rugs,new,10164,"SKU: 10164Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10165,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10165,https://drive.usercontent.google.com/download?id=1hGBIjJnvdXD76ku9frjOi8ikuOaH0kgl&export=view,in stock,Aytek Rugs,new,10165,"SKU: 10165Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10166,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10166,https://drive.usercontent.google.com/download?id=1EI1v-HxrDyLZsscqT783wlD-wNy0ssbf&export=view,in stock,Aytek Rugs,new,10166,"SKU: 10166Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
10167,"Cappadocia rug",0.00 USD,https://aytekrugs.com/rug/10167,https://drive.usercontent.google.com/download?id=1FWvT6T4t53myRsHyX6KBnrzE4o9uWSDQ&export=view,in stock,Aytek Rugs,new,10167,"SKU: 10167Material: Wool pile; cotton foundation (fringes cotton)Dyes: Natural vegetable & root dyesEco‑Friendly: Low‑impact, sustainably dyedHand‑knotted Cappadocia (Kapadokya) rug — traditional Anatolian craftsmanship with balanced patterns and durable construction; ideal for living spaces seeking both character and longevity."
